emp_no,first_name,last_name,title,from_date,to_date,salary
12755,Rildo,Rodite,Senior Staff,1994-03-18,9999-01-01,40196
12759,LiMin,Kuszyk,Senior Staff,1987-05-31,1996-01-02,49963
12773,Jenwei,Lovengreen,Senior Engineer,1994-03-05,9999-01-01,65556
12775,Mariangiola,Berendt,Engineer,1999-02-24,2002-04-05,69805
12790,Gunilla,Perl,Senior Staff,2000-08-07,9999-01-01,87760
12795,Masoud,Fordan,Senior Staff,1997-06-23,9999-01-01,56969
12798,Lillian,Beeson,Senior Staff,1996-12-26,9999-01-01,81145
12803,Gad,Boissier,Senior Staff,1990-03-16,9999-01-01,91789
12815,Sushant,Junot,Senior Staff,1993-02-27,9999-01-01,65073
12816,Freyja,Ramras,Senior Engineer,1992-04-18,1999-09-08,66194
12819,Mountaz,Gubsky,Senior Engineer,1996-09-09,9999-01-01,48455
12846,Krisda,Cyne,Senior Staff,2000-10-15,2001-01-15,63962
12848,Kazuhide,Smeets,Engineer,1997-05-11,9999-01-01,40000
12853,Mang,Brobst,Senior Staff,1993-01-04,1996-10-03,47160
12863,Leif,Matheson,Senior Engineer,1990-09-06,9999-01-01,62803
12872,Marl,Schmittgen,Senior Staff,1993-09-09,9999-01-01,56040
12876,Apostol,Goodrum,Engineer,1999-09-01,2000-12-24,42277
12879,Baruch,Eugenio,Senior Engineer,1995-06-11,9999-01-01,40000
12888,Martien,Erni,Senior Staff,1992-05-06,1995-04-07,41673
12890,Neven,Casley,Senior Staff,1985-10-31,9999-01-01,66803
12893,Licheng,Crouzet,Senior Staff,1995-03-18,9999-01-01,50803
12895,Roddy,Serot,Senior Engineer,1993-08-15,9999-01-01,40000
12905,Munehiro,Gecsei,Senior Engineer,1993-07-18,9999-01-01,58659
12922,Jacqueline,Porenta,Senior Staff,1985-11-20,1993-09-16,69441
12926,Heekeun,Luby,Senior Staff,1992-12-24,9999-01-01,68314
12937,Arup,Cincotta,Staff,1991-10-27,1992-12-14,59206
12940,Odinaldo,Farrar,Senior Engineer,1992-12-11,9999-01-01,49760
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06,9999-01-01,67069
12949,Geoff,Asrin,Senior Engineer,1992-02-12,9999-01-01,40000
12951,Mohammad,Keirsey,Senior Staff,1987-09-17,1994-07-27,60566
12972,Juyoung,Azevdeo,Staff,1988-04-03,1990-08-07,40000
12974,Gift,Frolund,Senior Staff,1994-10-24,1994-11-03,93034
12977,Byong,Markovitch,Senior Engineer,1992-08-23,9999-01-01,61326
12983,Elliott,Hambrick,Staff,1999-06-28,9999-01-01,57252
13012,Florina,Harbusch,Senior Engineer,1987-12-24,2002-05-24,40000
13030,Yahiko,Kroll,Senior Staff,1999-11-25,9999-01-01,51770
13046,Vivian,Stafford,Senior Staff,1987-04-19,9999-01-01,40000
13047,Atilio,Chelton,Senior Engineer,1997-02-25,9999-01-01,52323
13049,Fan,Naudin,Staff,1985-10-06,1986-01-08,60266
13062,Xinglin,Baak,Technique Leader,1993-01-08,2000-05-31,55665
13075,Rosella,Morrin,Senior Staff,1991-08-17,9999-01-01,40000
13076,Deniz,Skafidas,Engineer,1995-01-28,9999-01-01,50582
13096,Ibibia,Armand,Senior Engineer,2001-04-22,9999-01-01,52544
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19,9999-01-01,40000
13113,Kwun,Landherr,Staff,1993-01-16,1996-10-07,66941
13124,Quingbo,Garnick,Senior Staff,1985-03-17,9999-01-01,73785
13133,Guther,Senzako,Senior Staff,1991-09-03,9999-01-01,67777
13134,Lorien,Chepyzhov,Senior Engineer,1993-10-22,9999-01-01,51227
13144,Persi,Nollmann,Senior Staff,1997-06-19,9999-01-01,52825
13146,Haldon,Erie,Senior Staff,1985-05-25,9999-01-01,61398
13147,Shichao,Ginesta,Senior Staff,1998-06-29,9999-01-01,77429
13156,Akeel,Millington,Senior Engineer,2000-08-18,9999-01-01,48285
13165,Lucian,Benner,Senior Engineer,1995-03-17,9999-01-01,42796
13168,Munir,Stentiford,Senior Engineer,1992-09-10,9999-01-01,49210
13170,Cheong,Bernardeschi,Senior Staff,1998-01-09,9999-01-01,49012
13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31,9999-01-01,40000
13173,Arve,Horswill,Senior Staff,1996-09-23,9999-01-01,46354
13179,Moty,Janocha,Staff,1999-02-19,9999-01-01,90233
13182,Kokou,Rodite,Engineer,1999-03-03,9999-01-01,46832
13186,Kyoichi,Barbanera,Senior Staff,1995-04-29,9999-01-01,93138
13192,Rosita,Flowers,Technique Leader,1993-02-01,9999-01-01,43986
13202,Aram,Scharstein,Senior Staff,1992-03-28,9999-01-01,51915
13210,Jianhua,Klassen,Senior Staff,2002-07-27,9999-01-01,83961
13213,Hein,Billawala,Senior Staff,1993-08-30,9999-01-01,61131
13221,Premsyl,Famili,Senior Staff,1993-02-26,1998-10-21,47724
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,9999-01-01,40000
13233,Alselm,Chvatal,Senior Engineer,1995-03-31,9999-01-01,49414
13238,Ebru,Foote,Senior Staff,1998-10-10,9999-01-01,40000
13240,King,Pileggi,Senior Engineer,2001-03-10,9999-01-01,49018
13243,Fay,Huxford,Staff,1999-09-18,1999-11-11,67269
13250,Zeydy,Schusler,Senior Engineer,1998-10-27,9999-01-01,47829
13272,Arun,Jiang,Senior Staff,1985-03-10,9999-01-01,40000
13276,Yechiam,Seuren,Senior Staff,1991-03-09,9999-01-01,65836
13288,Muneo,Broomell,Senior Staff,1995-04-14,9999-01-01,40000
13291,Georg,Stamatiou,Senior Engineer,1993-10-30,9999-01-01,54720
13299,Guiseppe,Butner,Staff,1997-03-08,1998-09-13,40000
13302,Mack,Alencar,Senior Engineer,1997-09-26,9999-01-01,40000
13305,Bikash,Herath,Senior Staff,1994-07-17,1995-01-19,104969
13315,Sakthirel,Stroustrup,Senior Engineer,1999-06-02,9999-01-01,40000
13332,Nidapan,Pearson,Senior Engineer,1997-09-23,9999-01-01,40000
13333,Yoshinari,Hennebert,Engineer,1996-03-23,9999-01-01,50997
13341,Bodh,Doering,Senior Staff,1992-03-10,9999-01-01,40000
13343,Heon,Usery,Senior Staff,1995-07-30,9999-01-01,40000
13368,Kiyokazu,Klassen,Staff,1997-09-30,9999-01-01,52872
13371,Nakhoon,Riexinger,Senior Engineer,1991-12-13,9999-01-01,40000
13373,Juichirou,Naumovich,Senior Staff,2000-08-23,9999-01-01,82749
13385,Claudi,Buchter,Senior Staff,1986-06-10,9999-01-01,40000
13386,Khosrow,Sgarro,Technique Leader,1986-02-23,9999-01-01,91420
13389,Divine,Cmelik,Senior Staff,1988-03-23,9999-01-01,40000
13392,Fumitake,Beidas,Senior Staff,1993-08-26,9999-01-01,69221
13396,Chuanyi,Aumann,Senior Staff,1994-03-29,9999-01-01,40000
13402,Augustine,Dulli,Engineer,1999-09-12,9999-01-01,40000
13405,Randy,Baba,Senior Staff,1990-05-10,9999-01-01,60799
13407,Gio,Chenoweth,Senior Engineer,2001-10-03,9999-01-01,60348
13408,Sreekrishna,Lagarias,Senior Engineer,2000-07-24,9999-01-01,52479
13415,Nathalie,Speer,Technique Leader,1991-04-25,9999-01-01,61838
13422,Vishwani,Gerlach,Senior Engineer,1995-01-17,9999-01-01,59466
13442,Giordano,Miake,Senior Staff,1994-06-16,9999-01-01,40000
13443,Mayuko,Puppo,Senior Engineer,1996-12-25,9999-01-01,40000
13445,Renee,Dehkordi,Engineer,1996-11-29,9999-01-01,53194
13451,Gretta,Weiland,Senior Staff,1995-08-23,9999-01-01,40000
13457,Shooichi,Parfitt,Senior Engineer,1991-01-18,9999-01-01,40812
13458,Feipei,Nivat,Senior Engineer,1995-03-02,9999-01-01,41375
13463,Theron,Berstel,Senior Engineer,1993-01-25,9999-01-01,40000
13465,Sasan,Rehfuss,Engineer,1999-03-12,9999-01-01,49821
13493,Uinam,Jullig,Senior Engineer,1992-09-06,9999-01-01,40000
13504,Parto,Mandell,Engineer,1994-12-21,9999-01-01,41895
13521,Jaewoo,Tasistro,Engineer,1988-12-16,1991-02-18,40000
13524,Chaoyi,Porotnikoff,Senior Staff,2000-10-27,9999-01-01,52849
13535,Arunas,Schlenzig,Senior Engineer,2000-05-19,9999-01-01,40000
13546,Aimee,Brookner,Senior Engineer,1997-10-26,9999-01-01,50295
13549,Matk,Koprowski,Technique Leader,1997-06-18,9999-01-01,40000
13552,Ingmar,Capobianchi,Senior Staff,1993-03-23,9999-01-01,73346
13560,Sibyl,Jeong,Engineer,1994-07-28,1998-03-12,40000
13576,Jungsoon,Engberts,Senior Staff,2001-08-29,9999-01-01,73022
13578,Tadahiko,Christianini,Technique Leader,1994-05-22,1997-04-13,62885
13605,Dmitry,Encarnacion,Senior Staff,1991-09-29,9999-01-01,70404
13621,Fei,Haddadi,Engineer,1995-02-09,9999-01-01,73192
13624,Zhigen,Yurek,Senior Staff,1996-05-11,9999-01-01,40000
13629,Dzung,Trelles,Senior Engineer,1994-01-03,9999-01-01,40000
13648,Zejun,Lamba,Technique Leader,1985-11-16,9999-01-01,47723
13651,Stamatina,Plesums,Engineer,1987-09-02,1990-03-31,62278
13653,Kristen,Iivonen,Senior Staff,2000-01-17,9999-01-01,53242
13670,Moti,Takanami,Senior Engineer,1988-06-30,9999-01-01,40000
13680,Denny,Speer,Staff,1996-02-05,9999-01-01,46968
13684,Elvia,Christ,Senior Staff,1985-02-06,2002-03-30,79100
13685,Weicheng,Hockney,Senior Engineer,1999-11-29,9999-01-01,48322
13697,Shuichi,Weedon,Technique Leader,1985-06-20,9999-01-01,40000
13698,Domenico,Mitchem,Engineer,1991-03-19,1997-04-20,57541
13704,Vishu,Kumaresan,Senior Engineer,1995-10-01,9999-01-01,40000
13721,Sugwoo,Delgrossi,Senior Staff,2001-09-20,9999-01-01,64754
13727,Vitali,Merey,Staff,1999-10-07,9999-01-01,50798
13738,Bangqing,Mitchem,Engineer,1998-06-30,9999-01-01,48349
13747,Masaru,Capobianchi,Senior Staff,1987-03-06,1987-12-10,47752
13766,Tremaine,Heemskerk,Senior Staff,1986-08-18,9999-01-01,43748
13768,Sedat,Lovengreen,Staff,1986-11-19,1990-09-18,40000
13769,Yakichi,Trogemann,Senior Staff,1988-10-18,9999-01-01,61025
13775,Arve,Maierhofer,Senior Staff,1994-10-21,9999-01-01,70161
13786,Takushi,Berendt,Senior Staff,1995-05-19,9999-01-01,74494
13787,Xiaobin,Sinicrope,Senior Engineer,1996-10-29,9999-01-01,40000
13788,Takahira,Furedi,Assistant Engineer,1997-04-03,1997-04-12,40000
13792,Valery,Sury,Senior Staff,1991-07-27,9999-01-01,59127
13795,Mayuri,Gewali,Technique Leader,1986-08-04,1988-03-13,49749
13796,Paloma,Thorelli,Engineer,1996-01-01,9999-01-01,50962
13801,Shih,Mayerwieser,Staff,1999-05-26,1999-06-25,64182
13809,Kiyotoshi,Basagni,Senior Staff,1991-01-12,9999-01-01,43735
13815,Guadalupe,Plotkin,Senior Engineer,1993-09-09,9999-01-01,40000
13825,Arlette,Pell,Technique Leader,1986-08-02,9999-01-01,54704
13841,Christophe,Spinelli,Technique Leader,1992-02-01,9999-01-01,52277
13842,Juichirou,Cichocki,Senior Staff,2000-04-20,9999-01-01,40000
13846,Guiseppe,Welham,Senior Staff,1985-03-20,9999-01-01,61097
13853,Mingsen,Roohalamini,Senior Staff,1991-03-25,9999-01-01,61615
13859,Anoosh,Fujisawa,Senior Engineer,1992-08-22,9999-01-01,40000
13883,Kwangyoen,Barreiro,Senior Engineer,1988-02-23,1991-08-26,40000
13884,Kensei,Swift,Engineer,1998-12-21,9999-01-01,44785
13894,Ult,Schonegge,Engineer,1995-11-28,9999-01-01,48958
13904,Youngkon,Cairo,Senior Engineer,1987-09-03,9999-01-01,73885
13914,Serge,Albarhamtoshy,Senior Staff,1985-08-07,1989-01-15,41526
13916,Vidya,Wynblatt,Senior Staff,1995-06-06,2002-01-12,90797
13930,Sukumar,Chartres,Senior Staff,1992-11-26,2000-04-20,78867
13934,Shiv,Bratsberg,Senior Engineer,1990-04-05,9999-01-01,46507
13942,Elzbieta,Esteva,Technique Leader,1997-10-13,9999-01-01,40000
13951,Mooi,Genther,Senior Staff,1990-12-28,9999-01-01,82054
13960,Nechama,Hettesheimer,Senior Staff,1996-04-06,9999-01-01,43204
13962,Maris,Ghelli,Senior Engineer,1994-10-26,9999-01-01,67965
13966,Boguslaw,Cooman,Senior Staff,1990-12-26,9999-01-01,40000
13969,Jianwen,Chandrasekhar,Technique Leader,1985-05-29,9999-01-01,60392
13979,Turgut,Highland,Senior Engineer,1995-06-08,1997-12-26,50381
13986,Geraldo,Ramsey,Staff,1985-12-03,1989-01-19,46099
13990,Deborah,Schapiro,Engineer,1996-06-10,9999-01-01,52723
13992,Ulises,Kenevan,Senior Staff,1994-07-27,9999-01-01,81318
13999,Florian,Crouzet,Senior Staff,2000-02-25,9999-01-01,40000
14005,Vojin,Stellhorn,Technique Leader,1985-05-10,9999-01-01,40000
14015,Manibrata,Picaronny,Senior Engineer,1997-08-15,9999-01-01,63084
14034,Aloys,Seghrouchni,Senior Staff,1991-08-26,9999-01-01,69700
14041,Shan,DeMori,Senior Staff,1995-12-22,9999-01-01,63235
14045,Ymte,Alpin,Staff,1993-12-28,1997-08-12,40000
14067,Godehard,Trachtenberg,Senior Engineer,2000-02-14,9999-01-01,44669
14088,Mori,Leslie,Senior Staff,1994-11-10,9999-01-01,44821
14102,Feixiong,Jording,Engineer,1989-04-03,1991-02-21,48200
14107,Xiahua,Rindone,Senior Staff,1999-12-15,9999-01-01,82396
14111,Leszek,Cummings,Senior Staff,1999-09-26,9999-01-01,52696
14113,Along,Herber,Engineer,1985-11-17,1988-01-24,46841
14118,Kasturi,Anido,Senior Staff,1985-04-06,9999-01-01,46248
14139,Sachin,Conry,Engineer,1995-01-07,1996-12-26,40000
14167,Adas,Hertweck,Senior Engineer,1994-12-01,9999-01-01,40000
14191,Jiann,Luby,Senior Engineer,1993-01-15,9999-01-01,40155
14197,Adin,Chachaty,Senior Staff,1993-01-20,2000-12-24,52474
14209,Masanao,Kusakabe,Senior Staff,1988-04-06,9999-01-01,40000
14220,Tomofumi,Pargas,Senior Engineer,1987-12-02,9999-01-01,68017
14224,Guther,Conta,Staff,1986-01-30,1986-10-23,40000
14232,Masali,Bojadziev,Senior Engineer,1999-09-10,9999-01-01,50568
14236,Xuedong,Angiulli,Senior Staff,1988-11-07,9999-01-01,40000
14237,Abdulla,Gerlach,Senior Engineer,1994-06-13,9999-01-01,57219
14242,Sudhanshu,Benaini,Senior Staff,1992-06-27,9999-01-01,40000
14254,Chikara,Narahara,Engineer,1994-09-23,1996-11-14,50266
14257,Kwok,Massonet,Staff,1998-02-04,9999-01-01,40000
14275,Tristan,Aseltine,Senior Staff,1999-06-30,2000-11-17,94782
14287,Masali,Highland,Senior Staff,1998-06-04,1999-11-10,45483
14289,Paraskevi,Gist,Assistant Engineer,1999-03-16,2001-05-09,60863
14290,Miyeon,Olivero,Senior Engineer,1992-03-29,9999-01-01,78736
14292,Susanna,Vigier,Senior Staff,1997-02-18,9999-01-01,41846
14293,Qunsheng,Middleton,Senior Staff,1985-05-09,1990-09-12,40000
14298,Chriss,Granlund,Senior Engineer,2001-01-06,9999-01-01,40000
14310,Marlo,Leuchs,Senior Staff,1987-02-23,9999-01-01,40000
14320,Sreenivas,Schaar,Senior Engineer,1992-06-29,9999-01-01,40000
14322,Shem,Kakkad,Engineer,1999-11-19,9999-01-01,50363
14323,Golgen,Leslie,Staff,1997-08-05,9999-01-01,40000
14340,Vitaly,Wixon,Senior Engineer,1995-12-19,9999-01-01,42858
14344,Otilia,Buescher,Technique Leader,1988-12-16,9999-01-01,41979
14345,Barry,Ramsey,Engineer,1985-04-06,1990-07-15,61910
14354,Mong,Bojadziev,Senior Staff,1990-08-28,9999-01-01,40000
14360,Janche,Erbe,Senior Staff,1997-08-01,9999-01-01,43476
14372,Saniya,Srimani,Engineer,1999-12-26,9999-01-01,57667
14380,Shigeu,Heemskerk,Senior Staff,1994-01-29,1997-01-20,47819
14384,Tomofumi,Holburn,Technique Leader,1988-02-13,9999-01-01,58260
14422,Toshimo,Gadepally,Senior Engineer,1990-10-20,9999-01-01,59001
14434,Elvis,Maginnis,Technique Leader,1989-09-21,9999-01-01,40000
14439,Raimond,Woycyznski,Senior Engineer,1994-11-01,9999-01-01,80654
14441,Divine,Manders,Engineer,1987-03-09,1990-05-25,40000
14460,Yagil,Lueh,Senior Engineer,1995-01-23,9999-01-01,56267
14478,Munehiro,Boissier,Senior Staff,1992-06-28,9999-01-01,40000
14481,Moti,Lammel,Senior Engineer,1993-08-24,9999-01-01,40000
14483,Supot,Marrevee,Senior Engineer,1986-01-30,9999-01-01,40000
14486,Indrajit,Birdsall,Senior Engineer,1999-08-12,9999-01-01,40000
14498,Xiong,Selenyi,Senior Staff,1994-10-17,9999-01-01,40000
14501,Taizo,Kroft,Technique Leader,1991-11-20,9999-01-01,63646
14509,Danil,Aloia,Senior Staff,2001-12-16,9999-01-01,40000
14513,Samphel,Barreiro,Senior Staff,1985-07-28,9999-01-01,83273
14514,Fay,Denny,Senior Engineer,1988-08-17,1997-03-14,40000
14515,Kazuhisa,Versino,Senior Engineer,1996-02-19,9999-01-01,61645
14516,Kristian,Underwood,Senior Staff,1989-04-08,9999-01-01,73262
14518,Patricia,Peir,Engineer,1996-02-18,9999-01-01,64238
14522,Chuanyi,Ranta,Senior Staff,1990-01-14,9999-01-01,40000
14533,Kensei,Borovoy,Senior Engineer,1998-04-18,1999-11-24,48376
14537,Babette,Engelmann,Senior Engineer,1994-03-17,9999-01-01,48332
14539,Ashish,Danlos,Engineer,1998-12-17,1998-12-17,42975
14552,Ibibia,Snyers,Senior Engineer,1999-06-13,9999-01-01,40000
14556,Fatemeh,Zultner,Engineer,1994-12-26,9999-01-01,40000
14560,Elrique,Driscoll,Senior Engineer,1993-05-21,9999-01-01,62770
14581,Gao,Condotta,Senior Engineer,1996-06-28,9999-01-01,59499
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08,9999-01-01,40000
14600,Jayson,Cairo,Senior Staff,1988-10-24,9999-01-01,41352
14603,Lech,Marquardt,Senior Engineer,1993-01-19,9999-01-01,55369
14607,Suzette,Selvestrel,Staff,1994-06-26,9999-01-01,67813
14620,Jianhua,Erev,Senior Engineer,1993-08-04,9999-01-01,53303
14621,Souichi,Wixon,Senior Staff,1992-01-20,9999-01-01,66404
14632,Gudjon,McClurg,Senior Engineer,2001-08-01,9999-01-01,40000
14639,Arvind,Hempstead,Senior Staff,1994-11-08,9999-01-01,79405
14640,Toshimori,Kornatzky,Senior Engineer,1998-05-20,9999-01-01,42662
14642,Florian,Kuhnemann,Senior Engineer,1996-06-04,9999-01-01,54553
14645,Laurentiu,Glinert,Senior Engineer,1995-05-01,9999-01-01,45647
14648,IEEE,Lorys,Senior Staff,1994-11-16,9999-01-01,89209
14655,Jingling,Segond,Senior Staff,1995-06-03,2002-04-09,65742
14659,Sashi,Adachi,Senior Engineer,1990-03-16,9999-01-01,40926
14675,Teunis,Angel,Senior Staff,1988-09-25,9999-01-01,40000
14677,Herbert,Sifakis,Senior Engineer,1987-02-12,9999-01-01,40000
14683,Alois,Basart,Senior Engineer,1994-12-02,9999-01-01,41107
14690,Yechezkel,Bellone,Senior Engineer,1994-02-25,9999-01-01,40000
14693,Brewster,Stranks,Senior Staff,1992-05-04,9999-01-01,59960
14710,Mahmut,Hainaut,Senior Staff,1988-09-18,9999-01-01,40341
14713,Terresa,Ballarin,Technique Leader,1987-10-11,1999-06-02,58566
14722,Sachin,Jakobus,Staff,1991-07-06,1999-05-04,72726
14723,Constantino,Assaf,Senior Staff,2002-06-01,9999-01-01,40000
14724,Aron,Lemarechal,Senior Staff,1993-09-10,9999-01-01,66530
14774,Gio,Sigstam,Staff,1998-07-19,2000-08-12,40000
14780,Marlo,Bruckman,Senior Engineer,1986-09-19,9999-01-01,51232
14785,Zhonghua,Kaiser,Senior Engineer,1988-06-23,9999-01-01,46936
14793,Stein,Uchoa,Engineer,1998-01-18,9999-01-01,47045
14814,Odysseas,Nishimukai,Senior Staff,1996-10-26,9999-01-01,40000
14817,Gaurav,Masaki,Senior Engineer,1997-12-02,9999-01-01,41203
14821,Oguz,Kilgore,Engineer,1997-05-25,9999-01-01,42545
14839,Changho,Cronin,Senior Engineer,1998-04-24,9999-01-01,40000
14846,Magy,Joslin,Senior Engineer,1997-05-02,1997-05-27,40002
14853,Taiji,Nergos,Senior Engineer,1993-03-07,9999-01-01,58311
14854,Angus,Perko,Senior Staff,1997-03-12,2001-06-16,48875
14865,Ute,Serra,Senior Staff,1986-07-13,1999-03-11,61175
14871,Arnd,Kaiserswerth,Staff,1996-03-28,1999-06-23,72116
14877,Arto,Meriste,Senior Engineer,1996-06-06,9999-01-01,40000
14879,Anyuan,Sigstam,Senior Engineer,1993-12-28,9999-01-01,54322
14888,Temple,Barriga,Senior Staff,1986-12-09,9999-01-01,60916
14899,Alejandro,Casley,Senior Staff,1991-02-22,9999-01-01,64365
14905,Karsten,Baja,Engineer,1987-09-14,1987-12-28,41067
14906,Adil,Parveen,Senior Staff,1996-12-10,9999-01-01,54758
14908,Kerhong,Flanders,Senior Engineer,1997-09-17,9999-01-01,40000
14909,Mohan,Kamble,Senior Engineer,1996-12-20,9999-01-01,40000
14911,Xiaobin,Chelton,Senior Engineer,1994-04-06,9999-01-01,62738
14914,Gretta,Benzaken,Engineer,1999-09-25,9999-01-01,40000
14915,Huican,Picco,Engineer,1994-07-03,9999-01-01,40733
14923,Shuzo,Gyorkos,Technique Leader,1985-05-15,9999-01-01,40000
14928,Satoru,Mukaidono,Senior Staff,1985-05-17,9999-01-01,53377
14941,Nathan,Lichtner,Senior Engineer,1994-12-22,9999-01-01,43608
14942,Heon,Benveniste,Senior Engineer,1992-11-14,9999-01-01,40000
14949,Insup,Reinhart,Senior Engineer,1995-10-08,9999-01-01,44930
14954,Fox,Magliocco,Senior Engineer,1988-08-05,9999-01-01,43510
14955,Boguslaw,Kalefeld,Engineer,1994-02-03,1994-11-22,45564
14959,Kerryn,Hiyoshi,Technique Leader,1995-10-23,2001-07-14,48289
14966,Zhanqiu,Underwood,Staff,1996-04-06,1998-08-23,80123
14971,Fan,Simmen,Senior Staff,1991-03-25,9999-01-01,55187
14983,Hyuckchul,Pouyioutas,Senior Staff,1996-12-26,9999-01-01,86754
14987,Tiina,Demeyer,Engineer,1998-07-30,2001-12-20,40719
14993,Sanjay,Koblitz,Senior Engineer,1994-04-20,9999-01-01,45407
15005,Kiam,Sadowsky,Senior Engineer,1993-05-23,9999-01-01,50368
15016,Woody,Gulik,Senior Staff,1991-10-21,9999-01-01,40000
15018,Ramalingam,Prenel,Senior Staff,1999-03-11,9999-01-01,40668
15019,Qingxiang,Shokrollahi,Senior Engineer,1997-11-02,9999-01-01,41721
15024,Yurii,Rullman,Staff,1999-11-21,2000-12-10,40000
15029,Giordano,Koshino,Senior Staff,1996-04-26,9999-01-01,40000
15030,Rasikan,Nourani,Senior Staff,1999-04-11,9999-01-01,40000
15036,Ziva,Delgrande,Senior Engineer,1994-11-04,9999-01-01,40000
15049,Khun,Waymire,Senior Staff,1991-01-17,9999-01-01,40000
15052,Flemming,Kranzdorf,Senior Engineer,1993-01-27,9999-01-01,40630
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15,9999-01-01,40000
15066,Tomokazu,Oaver,Senior Engineer,2002-06-29,9999-01-01,43455
15069,Manton,Siksek,Technique Leader,1987-08-05,9999-01-01,40000
15071,Ayonca,Couchot,Senior Staff,1996-10-15,9999-01-01,97484
15075,Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23,9999-01-01,40000
15077,Toshiki,Taubenfeld,Senior Engineer,1993-06-25,9999-01-01,40000
15082,Guadalupe,Zirintsis,Technique Leader,1986-04-01,9999-01-01,63024
15087,Chirstian,Ushiama,Senior Engineer,1997-09-14,9999-01-01,40000
15089,Giri,Coney,Senior Engineer,1995-05-14,9999-01-01,48594
15092,Remmert,Bahi,Senior Staff,1986-05-26,9999-01-01,40000
15102,Luigi,Axelband,Senior Engineer,2000-11-04,9999-01-01,40374
15105,Sudhanshu,Itzigehl,Senior Staff,1994-11-22,9999-01-01,75800
15113,Zhiguo,Giaccio,Staff,1988-09-23,1993-01-26,62081
15114,Pantung,Honglei,Engineer,1998-03-09,9999-01-01,40000
15133,Kagan,Malinowski,Engineer,1997-08-12,1998-01-04,40000
15134,Arun,Luiz,Senior Staff,1998-07-23,9999-01-01,62752
15145,Haldon,Servieres,Senior Engineer,1995-04-20,9999-01-01,51443
15151,Urs,Pouyioutas,Senior Staff,1999-12-30,9999-01-01,61253
15176,Charlene,Sankaranarayanan,Senior Staff,1992-11-16,9999-01-01,98401
15193,Neelam,Schach,Senior Engineer,1989-02-14,9999-01-01,47039
15196,Souichi,Duclos,Senior Engineer,2001-07-09,9999-01-01,55824
15199,Heeju,Bernardinello,Senior Engineer,1992-10-05,2000-08-15,49278
15202,Pranay,Irland,Engineer,1998-07-05,9999-01-01,40000
15205,Cheong,Rodiger,Engineer,1993-04-12,1995-01-04,43795
15208,Sudharsan,Shokrollahi,Senior Staff,1994-04-18,9999-01-01,44109
15218,Shuky,Conry,Senior Staff,2001-08-10,9999-01-01,44614
15228,Mona,Salvesen,Senior Staff,1995-01-17,9999-01-01,40000
15230,Keiichiro,Suessmith,Senior Engineer,1999-03-17,9999-01-01,70187
15234,Jouko,Zhiwei,Senior Engineer,1987-09-03,9999-01-01,47654
15237,Reinhard,Sadowsky,Senior Engineer,1995-08-17,9999-01-01,40000
15243,Mountaz,Famili,Senior Staff,2001-09-19,9999-01-01,41015
15248,Edwin,Baar,Senior Staff,1997-03-22,9999-01-01,64696
15253,Ayonca,Pardalos,Senior Engineer,1992-06-06,9999-01-01,40396
15258,Guther,Karcich,Engineer,1999-04-11,1999-10-02,40000
15269,Eric,Reghbati,Senior Engineer,1993-08-21,9999-01-01,60930
15271,Shiv,Bernardeschi,Senior Staff,1986-12-05,9999-01-01,88026
15278,Adam,Rohrbach,Staff,1987-10-29,1994-11-10,40000
